total_items,amoxicillin,azithromycin,cephalosporins,clarithromycin,clindamycin,co_amoxiclav,erythromycin,metronidazole,phenoxymethylpenicillin,tetracyclines,icb_name,month,population,f1_coamox_rate,f2_amox_coamox_ratio,f3_items_per_1000,f4_mom_change,f5_coamox_zscore
3479,2096,8,3,20,18,18,63,977,269,7,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2022-05-01,1057537,0.5174,110.3158,3.2897,8.0099,0.3959
3276,1955,8,1,25,19,14,51,940,256,7,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2022-06-01,1057537,0.4274,130.3333,3.0978,-5.835,0.1474
3350,2044,11,0,19,11,10,38,963,245,9,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2022-07-01,1057537,0.2985,185.8182,3.1677,2.2589,-0.6105
3447,2159,9,2,12,15,16,61,948,221,4,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2022-08-01,1057537,0.4642,127.0,3.2595,2.8955,0.299
3625,2219,7,2,24,18,16,75,1025,236,3,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2022-09-01,1057537,0.4414,130.5294,3.4278,5.1639,0.0059
3173,2020,11,2,25,12,10,46,869,173,5,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2022-10-01,1057537,0.3152,183.6364,3.0004,-12.469,-0.4932
3532,2261,9,2,26,25,16,60,959,168,6,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2022-11-01,1057537,0.453,133.0,3.3398,11.3142,0.1775
3494,2160,9,3,31,22,13,58,979,207,12,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2022-12-01,1057537,0.3721,154.2857,3.3039,-1.0759,-0.3023
3368,2077,12,5,21,21,13,51,989,170,9,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2023-01-01,1057537,0.386,148.3571,3.1848,-3.6062,-0.1453
3032,1872,8,0,27,20,10,37,874,180,4,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2023-02-01,1057537,0.3298,170.1818,2.867,-9.9762,-0.2718
3555,2215,2,0,31,22,10,50,1006,213,6,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2023-03-01,1057537,0.2813,201.3636,3.3616,17.2493,-0.6147
3095,1923,5,2,27,23,5,50,838,221,1,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2023-04-01,1057537,0.1616,320.5,2.9266,-12.9395,-1.0823
3123,1926,8,1,24,11,12,53,891,193,4,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2023-05-01,1057537,0.3842,148.1538,2.9531,0.9047,-0.2095
3159,1959,9,0,26,21,14,51,892,181,6,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2023-06-01,1057537,0.4432,130.6,2.9871,1.1527,0.0779
3005,1853,5,2,32,22,16,54,861,157,3,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2023-07-01,1057537,0.5324,109.0,2.8415,-4.875,0.3792
3035,1876,4,3,42,10,20,39,857,178,6,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2023-08-01,1057537,0.659,89.3333,2.8699,0.9983,0.632
2867,1827,6,1,15,16,11,37,822,130,2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2023-09-01,1057537,0.3837,152.25,2.711,-5.5354,-0.1506
3215,2013,10,1,27,21,19,44,865,205,10,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2023-10-01,1057537,0.591,100.65,3.0401,12.1381,0.6418
2903,1844,6,2,25,14,18,47,805,138,4,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2023-11-01,1057537,0.62,97.0526,2.7451,-9.7045,0.6824
3131,1856,10,1,38,21,25,46,862,269,3,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2023-12-01,1057537,0.7985,71.3846,2.9607,7.8539,1.4064
3049,1872,10,1,35,16,20,56,834,199,6,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2024-01-01,1057537,0.656,89.1429,2.8831,-2.619,1.1901
2738,1746,6,0,26,11,18,35,745,147,4,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2024-02-01,1057537,0.6574,91.8947,2.589,-10.2001,1.1852
2790,1706,5,3,38,18,17,37,806,154,6,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2024-03-01,1057537,0.6093,94.7778,2.6382,1.8992,0.8767
2844,1763,4,1,23,20,25,47,774,183,4,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2024-04-01,1057537,0.879,67.8077,2.6893,1.9355,1.4517
2895,1803,2,1,29,7,16,34,845,154,4,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2024-05-01,1057537,0.5527,106.0588,2.7375,1.7932,0.4778
2691,1692,2,1,27,18,15,34,716,179,7,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2024-06-01,1057537,0.5574,105.75,2.5446,-7.0466,0.4204
2949,1854,4,0,27,13,14,32,811,187,7,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2024-07-01,1057537,0.4747,123.6,2.7886,9.5875,0.0554
2798,1755,2,2,28,18,25,28,766,166,8,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2024-08-01,1057537,0.8935,67.5,2.6458,-5.1204,1.506
2785,1695,1,1,26,12,24,40,809,170,7,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2024-09-01,1057537,0.8618,67.8,2.6335,-0.4646,1.3542
3111,1890,3,1,34,17,23,31,885,220,7,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2024-10-01,1057537,0.7393,78.75,2.9417,11.7056,1.1669
2852,1786,6,0,25,19,21,48,754,190,3,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2024-11-01,1057537,0.7363,81.1818,2.6968,-8.3253,1.2944
2942,1826,2,1,25,18,11,44,820,189,6,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2024-12-01,1057537,0.3739,152.1667,2.7819,3.1557,-0.2213
2988,1855,7,0,21,23,18,33,819,203,9,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2025-01-01,1057537,0.6024,97.6316,2.8254,1.5636,0.6784
2868,1755,3,0,27,19,20,41,805,193,5,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2025-02-01,1057537,0.6974,83.5714,2.712,-4.0161,0.6665
2898,1816,6,1,31,20,34,46,821,119,4,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2025-03-01,1057537,1.1732,51.8857,2.7403,1.046,2.2045
2961,1856,3,1,42,23,13,49,773,196,5,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2025-04-01,1057537,0.439,132.5714,2.7999,2.1739,0.1072
3321,2151,5,1,29,21,24,42,836,204,8,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2025-05-01,1057537,0.7227,86.04,3.1403,12.1581,0.9468
2795,1734,4,0,16,17,12,52,770,185,5,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2025-06-01,1057537,0.4293,133.3846,2.6429,-15.8386,-0.026
3000,1947,2,2,22,11,18,50,803,141,4,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2025-07-01,1057537,0.6,102.4737,2.8368,7.3345,0.5261
2634,1708,5,0,23,7,36,31,682,137,5,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2025-08-01,1057537,1.3667,46.1622,2.4907,-12.2,2.9732
2972,1851,4,1,24,13,27,31,818,194,9,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2025-09-01,1057537,0.9085,66.1071,2.8103,12.8322,1.5156
3198,2006,1,4,41,11,28,43,873,188,3,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2025-10-01,1057537,0.8755,69.1724,3.024,7.6043,1.5181
2977,1957,2,4,22,7,26,39,770,147,3,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2025-11-01,1057537,0.8734,72.4815,2.815,-6.9106,1.5335
3264,2142,1,3,30,10,18,40,859,156,5,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2025-12-01,1057537,0.5515,112.7368,3.0864,9.6406,0.2187
3136,2052,3,4,35,14,26,38,815,146,3,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2026-01-01,1057537,0.8291,76.0,2.9654,-3.9216,1.45
2935,1898,0,3,33,12,14,28,766,174,7,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,2026-02-01,1057537,0.477,126.5333,2.7753,-6.4094,0.2104
3138,2139,7,0,38,19,12,54,798,58,13,NHS DEVON INTEGRATED CARE BOARD,2022-01-01,1183603,0.3824,164.5385,2.6512,0.0,-0.2087
3206,2123,5,1,44,14,19,64,869,62,5,NHS DEVON INTEGRATED CARE BOARD,2022-02-01,1183603,0.5926,106.15,2.7087,2.167,0.6001
3387,2262,3,2,39,16,16,78,868,92,11,NHS DEVON INTEGRATED CARE BOARD,2022-03-01,1183603,0.4724,133.0588,2.8616,5.6457,0.0959
3204,2153,7,1,34,19,21,70,774,111,14,NHS DEVON INTEGRATED CARE BOARD,2022-04-01,1183603,0.6554,97.8636,2.707,-5.403,1.109
3326,2175,6,1,51,19,22,72,856,102,22,NHS DEVON INTEGRATED CARE BOARD,2022-05-01,1183603,0.6615,94.5652,2.8101,3.8077,1.0325
3163,2178,3,4,39,18,12,50,749,94,16,NHS DEVON INTEGRATED CARE BOARD,2022-06-01,1183603,0.3794,167.5385,2.6723,-4.9008,-0.0767
3149,2201,7,2,24,23,16,57,716,93,10,NHS DEVON INTEGRATED CARE BOARD,2022-07-01,1183603,0.5081,129.4706,2.6605,-0.4426,0.3385
3185,2214,7,2,37,11,19,49,767,61,18,NHS DEVON INTEGRATED CARE BOARD,2022-08-01,1183603,0.5965,110.7,2.6909,1.1432,0.9674
3056,2111,6,1,28,12,10,58,718,99,13,NHS DEVON INTEGRATED CARE BOARD,2022-09-01,1183603,0.3272,191.9091,2.5819,-4.0502,-0.4483
3073,2084,7,1,36,16,16,52,746,107,8,NHS DEVON INTEGRATED CARE BOARD,2022-10-01,1183603,0.5207,122.5882,2.5963,0.5563,0.2807
3097,2109,6,1,25,13,18,47,772,94,12,NHS DEVON INTEGRATED CARE BOARD,2022-11-01,1183603,0.5812,111.0,2.6166,0.781,0.8407
3256,2269,4,1,28,11,11,71,767,81,13,NHS DEVON INTEGRATED CARE BOARD,2022-12-01,1183603,0.3378,189.0833,2.7509,5.134,-0.4324
2996,2011,13,0,27,8,4,53,778,89,13,NHS DEVON INTEGRATED CARE BOARD,2023-01-01,1183603,0.1335,402.2,2.5313,-7.9853,-1.1952
2798,1887,6,1,30,13,9,62,668,106,16,NHS DEVON INTEGRATED CARE BOARD,2023-02-01,1183603,0.3217,188.7,2.364,-6.6088,-0.3043
3284,2260,6,1,24,15,15,54,797,101,11,NHS DEVON INTEGRATED CARE BOARD,2023-03-01,1183603,0.4568,141.25,2.7746,17.3695,0.0721
2666,1829,5,2,18,15,6,63,644,74,10,NHS DEVON INTEGRATED CARE BOARD,2023-04-01,1183603,0.2251,261.2857,2.2524,-18.8185,-0.8488
2808,1936,6,1,31,15,8,60,662,80,9,NHS DEVON INTEGRATED CARE BOARD,2023-05-01,1183603,0.2849,215.1111,2.3724,5.3263,-0.6361
2636,1813,6,1,32,21,6,50,618,71,18,NHS DEVON INTEGRATED CARE BOARD,2023-06-01,1183603,0.2276,259.0,2.2271,-6.1254,-0.7177
2685,1856,5,1,30,14,4,46,618,101,10,NHS DEVON INTEGRATED CARE BOARD,2023-07-01,1183603,0.149,371.2,2.2685,1.8589,-1.1516
2695,1783,7,1,33,15,8,53,686,100,9,NHS DEVON INTEGRATED CARE BOARD,2023-08-01,1183603,0.2968,198.1111,2.2769,0.3724,-0.5648
2530,1725,7,1,25,17,11,52,601,82,9,NHS DEVON INTEGRATED CARE BOARD,2023-09-01,1183603,0.4348,143.75,2.1375,-6.1224,0.044
2696,1845,7,1,29,23,9,54,617,100,11,NHS DEVON INTEGRATED CARE BOARD,2023-10-01,1183603,0.3338,184.5,2.2778,6.5613,-0.4006
2718,1820,7,0,31,10,8,53,686,94,9,NHS DEVON INTEGRATED CARE BOARD,2023-11-01,1183603,0.2943,202.2222,2.2964,0.816,-0.5485
2559,1736,2,1,33,18,10,68,604,74,13,NHS DEVON INTEGRATED CARE BOARD,2023-12-01,1183603,0.3908,157.8182,2.162,-5.8499,-0.2287
2664,1771,6,0,28,17,11,52,658,106,15,NHS DEVON INTEGRATED CARE BOARD,2024-01-01,1183603,0.4129,147.5833,2.2508,4.1032,0.0476
2455,1678,3,1,19,11,5,44,606,81,7,NHS DEVON INTEGRATED CARE BOARD,2024-02-01,1183603,0.2037,279.6667,2.0742,-7.8453,-0.9174
2437,1646,5,0,36,19,7,46,574,88,16,NHS DEVON INTEGRATED CARE BOARD,2024-03-01,1183603,0.2872,205.75,2.059,-0.7332,-0.4824
2405,1633,4,1,27,17,13,51,555,90,14,NHS DEVON INTEGRATED CARE BOARD,2024-04-01,1183603,0.5405,116.6429,2.0319,-1.3131,0.2913
2366,1664,3,1,28,17,10,34,552,52,5,NHS DEVON INTEGRATED CARE BOARD,2024-05-01,1183603,0.4227,151.2727,1.999,-1.6216,-0.0484
2168,1508,6,1,33,7,5,52,473,75,8,NHS DEVON INTEGRATED CARE BOARD,2024-06-01,1183603,0.2306,251.3333,1.8317,-8.3686,-0.8409
2304,1633,4,0,11,6,5,41,530,66,8,NHS DEVON INTEGRATED CARE BOARD,2024-07-01,1183603,0.217,272.1667,1.9466,6.2731,-0.8232
2152,1452,4,1,22,11,7,42,525,81,7,NHS DEVON INTEGRATED CARE BOARD,2024-08-01,1183603,0.3253,181.5,1.8182,-6.5972,-0.4904
2176,1477,6,2,10,15,5,37,535,84,5,NHS DEVON INTEGRATED CARE BOARD,2024-09-01,1183603,0.2298,246.1667,1.8385,1.1152,-0.6999
2294,1562,8,0,19,22,4,46,550,80,3,NHS DEVON INTEGRATED CARE BOARD,2024-10-01,1183603,0.1744,312.4,1.9381,5.4228,-1.0927
2128,1458,3,0,19,14,11,30,521,72,0,NHS DEVON INTEGRATED CARE BOARD,2024-11-01,1183603,0.5169,121.5,1.7979,-7.2363,0.3832
2244,1541,5,3,15,9,7,40,520,96,8,NHS DEVON INTEGRATED CARE BOARD,2024-12-01,1183603,0.3119,192.625,1.8959,5.4511,-0.4286
2112,1431,4,1,29,13,12,41,494,82,5,NHS DEVON INTEGRATED CARE BOARD,2025-01-01,1183603,0.5682,110.0769,1.7844,-5.8824,0.5472
1881,1294,6,0,27,9,6,26,423,81,9,NHS DEVON INTEGRATED CARE BOARD,2025-02-01,1183603,0.319,184.8571,1.5892,-10.9375,-0.6837
2105,1482,2,0,20,14,4,29,464,78,12,NHS DEVON INTEGRATED CARE BOARD,2025-03-01,1183603,0.19,296.4,1.7785,11.9086,-0.7769
1904,1287,5,2,20,13,5,35,449,81,7,NHS DEVON INTEGRATED CARE BOARD,2025-04-01,1183603,0.2626,214.5,1.6086,-9.5487,-0.5421
2108,1448,0,2,22,14,10,30,490,87,5,NHS DEVON INTEGRATED CARE BOARD,2025-05-01,1183603,0.4744,131.6364,1.781,10.7143,0.0911
1999,1386,4,0,18,13,4,30,468,71,5,NHS DEVON INTEGRATED CARE BOARD,2025-06-01,1183603,0.2001,277.2,1.6889,-5.1708,-0.8331
2073,1375,2,0,14,21,11,43,519,81,7,NHS DEVON INTEGRATED CARE BOARD,2025-07-01,1183603,0.5306,114.5833,1.7514,3.7019,0.2699
2003,1347,4,2,20,13,10,26,509,70,2,NHS DEVON INTEGRATED CARE BOARD,2025-08-01,1183603,0.4993,122.4545,1.6923,-3.3767,0.1602
1998,1442,2,1,18,9,10,21,442,48,5,NHS DEVON INTEGRATED CARE BOARD,2025-09-01,1183603,0.5005,131.0909,1.6881,-0.2496,0.2235
2072,1405,2,1,17,14,7,30,516,75,5,NHS DEVON INTEGRATED CARE BOARD,2025-10-01,1183603,0.3378,175.625,1.7506,3.7037,-0.1622
2089,1415,4,2,36,15,11,29,504,66,7,NHS DEVON INTEGRATED CARE BOARD,2025-11-01,1183603,0.5266,117.9167,1.7649,0.8205,0.2761
2217,1557,6,1,27,8,8,28,515,62,5,NHS DEVON INTEGRATED CARE BOARD,2025-12-01,1183603,0.3608,173.0,1.8731,6.1273,-0.3776
2163,1488,1,1,35,10,9,24,528,63,4,NHS DEVON INTEGRATED CARE BOARD,2026-01-01,1183603,0.4161,148.8,1.8275,-2.4357,-0.1256
2026,1398,1,0,20,13,9,30,491,61,3,NHS DEVON INTEGRATED CARE BOARD,2026-02-01,1183603,0.4442,139.8,1.7117,-6.3338,0.072
3444,2327,2,10,17,23,12,91,910,43,9,NHS DORSET INTEGRATED CARE BOARD,2022-01-01,812936,0.3484,179.0,4.2365,0.0,-0.34
3280,2175,1,5,18,35,7,76,895,58,10,NHS DORSET INTEGRATED CARE BOARD,2022-02-01,812936,0.2134,271.875,4.0348,-4.7619,-0.8947
3788,2466,3,12,16,35,16,83,1074,70,13,NHS DORSET INTEGRATED CARE BOARD,2022-03-01,812936,0.4224,145.0588,4.6597,15.4878,-0.1207
3099,2057,0,10,18,40,11,57,830,63,13,NHS DORSET INTEGRATED CARE BOARD,2022-04-01,812936,0.355,171.4167,3.8121,-18.189,-0.4302
3338,2124,0,16,26,55,13,83,934,78,9,NHS DORSET INTEGRATED CARE BOARD,2022-05-01,812936,0.3895,151.7143,4.1061,7.7122,-0.1692
3201,2103,1,6,16,42,6,79,864,75,9,NHS DORSET INTEGRATED CARE BOARD,2022-06-01,812936,0.1874,300.4286,3.9376,-4.1043,-0.9732
2878,1860,1,2,16,38,5,57,838,56,5,NHS DORSET INTEGRATED CARE BOARD,2022-07-01,812936,0.1737,310.0,3.5403,-10.0906,-1.1756
2729,1829,4,4,19,25,7,65,730,39,7,NHS DORSET INTEGRATED CARE BOARD,2022-08-01,812936,0.2565,228.625,3.357,-5.1772,-0.7504
3038,1979,0,11,16,46,14,63,860,43,6,NHS DORSET INTEGRATED CARE BOARD,2022-09-01,812936,0.4608,131.9333,3.7371,11.3228,0.083
3203,2116,0,2,18,47,12,55,896,48,9,NHS DORSET INTEGRATED CARE BOARD,2022-10-01,812936,0.3746,162.7692,3.94,5.4312,-0.2695
3195,2073,0,1,25,40,9,63,926,49,9,NHS DORSET INTEGRATED CARE BOARD,2022-11-01,812936,0.2817,207.3,3.9302,-0.2498,-0.7088
3140,2145,2,5,21,30,9,61,837,24,6,NHS DORSET INTEGRATED CARE BOARD,2022-12-01,812936,0.2866,214.5,3.8625,-1.7214,-0.6266
3083,2081,2,10,24,36,8,53,840,18,11,NHS DORSET INTEGRATED CARE BOARD,2023-01-01,812936,0.2595,231.2222,3.7924,-1.8153,-0.6713
2771,1865,2,4,17,39,4,53,755,26,6,NHS DORSET INTEGRATED CARE BOARD,2023-02-01,812936,0.1444,373.0,3.4086,-10.12,-1.0159
3188,2152,4,4,24,33,7,64,847,47,6,NHS DORSET INTEGRATED CARE BOARD,2023-03-01,812936,0.2196,269.0,3.9216,15.0487,-0.8562
2722,1810,0,4,24,32,7,54,761,24,6,NHS DORSET INTEGRATED CARE BOARD,2023-04-01,812936,0.2572,226.25,3.3484,-14.6173,-0.7307
3005,2057,3,4,34,26,7,52,763,51,8,NHS DORSET INTEGRATED CARE BOARD,2023-05-01,812936,0.2329,257.125,3.6965,10.3968,-0.8594
3014,1959,1,4,25,39,9,66,835,64,12,NHS DORSET INTEGRATED CARE BOARD,2023-06-01,812936,0.2986,195.9,3.7075,0.2995,-0.4557
2895,1896,1,4,16,29,3,61,830,48,7,NHS DORSET INTEGRATED CARE BOARD,2023-07-01,812936,0.1036,474.0,3.5612,-3.9482,-1.3329
3008,2061,1,4,27,31,4,60,767,47,6,NHS DORSET INTEGRATED CARE BOARD,2023-08-01,812936,0.133,412.2,3.7002,3.9033,-1.106
2609,1742,2,5,21,30,7,53,708,38,3,NHS DORSET INTEGRATED CARE BOARD,2023-09-01,812936,0.2683,217.75,3.2094,-13.2646,-0.5899
2732,1788,4,3,24,28,8,42,773,54,8,NHS DORSET INTEGRATED CARE BOARD,2023-10-01,812936,0.2928,198.6667,3.3607,4.7144,-0.5667
2656,1761,0,6,16,44,8,46,735,37,3,NHS DORSET INTEGRATED CARE BOARD,2023-11-01,812936,0.3012,195.6667,3.2672,-2.7818,-0.5224
2678,1850,0,4,30,31,9,52,654,38,10,NHS DORSET INTEGRATED CARE BOARD,2023-12-01,812936,0.3361,185.0,3.2942,0.8283,-0.4481
2931,1972,1,4,22,25,19,64,771,46,7,NHS DORSET INTEGRATED CARE BOARD,2024-01-01,812936,0.6482,98.6,3.6054,9.4473,1.1534
2636,1752,1,5,36,28,8,63,686,36,21,NHS DORSET INTEGRATED CARE BOARD,2024-02-01,812936,0.3035,194.6667,3.2426,-10.0648,-0.4549
2590,1766,1,8,29,30,5,68,644,36,3,NHS DORSET INTEGRATED CARE BOARD,2024-03-01,812936,0.1931,294.3333,3.186,-1.7451,-0.8795
2675,1798,0,11,11,37,9,72,670,55,12,NHS DORSET INTEGRATED CARE BOARD,2024-04-01,812936,0.3364,179.8,3.2905,3.2819,-0.4083
2482,1699,0,1,23,34,13,38,623,43,8,NHS DORSET INTEGRATED CARE BOARD,2024-05-01,812936,0.5238,121.3571,3.0531,-7.215,0.3608
2509,1677,0,2,22,32,10,45,672,34,15,NHS DORSET INTEGRATED CARE BOARD,2024-06-01,812936,0.3986,152.4545,3.0863,1.0878,-0.1925
2546,1757,4,1,18,36,9,48,634,36,3,NHS DORSET INTEGRATED CARE BOARD,2024-07-01,812936,0.3535,175.7,3.1319,1.4747,-0.3578
2246,1501,1,2,19,38,15,58,565,39,8,NHS DORSET INTEGRATED CARE BOARD,2024-08-01,812936,0.6679,93.8125,2.7628,-11.7832,0.7133
2409,1623,0,4,14,44,13,28,637,40,6,NHS DORSET INTEGRATED CARE BOARD,2024-09-01,812936,0.5396,115.9286,2.9633,7.2573,0.307
2525,1699,1,5,18,39,13,47,662,35,6,NHS DORSET INTEGRATED CARE BOARD,2024-10-01,812936,0.5149,121.3571,3.106,4.8153,0.2693
2381,1592,0,6,10,36,10,47,640,31,9,NHS DORSET INTEGRATED CARE BOARD,2024-11-01,812936,0.42,144.7273,2.9289,-5.703,-0.0192
2648,1823,1,3,21,36,7,68,639,42,8,NHS DORSET INTEGRATED CARE BOARD,2024-12-01,812936,0.2644,227.875,3.2573,11.2138,-0.5873
2575,1738,0,3,18,41,11,51,677,29,7,NHS DORSET INTEGRATED CARE BOARD,2025-01-01,812936,0.4272,144.8333,3.1675,-2.7568,0.0059
2270,1560,3,1,5,31,17,51,578,14,10,NHS DORSET INTEGRATED CARE BOARD,2025-02-01,812936,0.7489,86.6667,2.7923,-11.8447,0.8502
2405,1670,1,2,22,41,10,41,589,24,5,NHS DORSET INTEGRATED CARE BOARD,2025-03-01,812936,0.4158,151.8182,2.9584,5.9471,-0.0922
2397,1637,1,3,18,32,12,50,612,28,4,NHS DORSET INTEGRATED CARE BOARD,2025-04-01,812936,0.5006,125.9231,2.9486,-0.3326,0.334
2489,1698,1,0,21,38,8,68,613,33,9,NHS DORSET INTEGRATED CARE BOARD,2025-05-01,812936,0.3214,188.6667,3.0617,3.8381,-0.4362
2453,1641,2,1,29,46,24,63,605,36,6,NHS DORSET INTEGRATED CARE BOARD,2025-06-01,812936,0.9784,65.64,3.0175,-1.4464,1.9075
2501,1683,1,4,24,34,12,47,665,25,6,NHS DORSET INTEGRATED CARE BOARD,2025-07-01,812936,0.4798,129.4615,3.0765,1.9568,0.0825
2357,1580,0,3,14,31,6,47,625,43,8,NHS DORSET INTEGRATED CARE BOARD,2025-08-01,812936,0.2546,225.7143,2.8994,-5.7577,-0.6334
2601,1720,1,3,24,34,5,54,716,34,10,NHS DORSET INTEGRATED CARE BOARD,2025-09-01,812936,0.1922,286.6667,3.1995,10.3521,-0.7528
2618,1787,4,3,7,26,3,62,695,28,3,NHS DORSET INTEGRATED CARE BOARD,2025-10-01,812936,0.1146,446.75,3.2204,0.6536,-0.8597
2446,1628,1,4,23,33,6,40,642,63,6,NHS DORSET INTEGRATED CARE BOARD,2025-11-01,812936,0.2453,232.5714,3.0088,-6.5699,-0.7437
2691,1831,0,4,19,25,6,56,708,38,4,NHS DORSET INTEGRATED CARE BOARD,2025-12-01,812936,0.223,261.5714,3.3102,10.0164,-0.8085
2468,1681,1,2,21,33,5,54,621,41,9,NHS DORSET INTEGRATED CARE BOARD,2026-01-01,812936,0.2026,280.1667,3.0359,-8.2869,-0.9401
2536,1715,0,2,19,29,6,46,669,42,8,NHS DORSET INTEGRATED CARE BOARD,2026-02-01,812936,0.2366,245.0,3.1196,2.7553,-0.8038
3559,2364,4,3,9,18,16,86,1034,16,9,NHS FRIMLEY INTEGRATED CARE BOARD,2022-01-01,785000,0.4496,139.0588,4.5338,0.0,0.0508
3392,2280,0,1,11,14,16,95,951,23,1,NHS FRIMLEY INTEGRATED CARE BOARD,2022-02-01,785000,0.4717,134.1176,4.321,-4.6923,0.1235
3862,2618,2,3,10,15,13,102,1072,25,2,NHS FRIMLEY INTEGRATED CARE BOARD,2022-03-01,785000,0.3366,187.0,4.9197,13.8561,-0.4925
3254,2080,6,1,7,11,11,116,971,45,6,NHS FRIMLEY INTEGRATED CARE BOARD,2022-04-01,785000,0.338,173.3333,4.1452,-15.7431,-0.5173
3523,2397,1,2,8,18,9,90,970,28,0,NHS FRIMLEY INTEGRATED CARE BOARD,2022-05-01,785000,0.2555,239.7,4.4879,8.2667,-0.7613
3300,2256,3,1,8,10,5,91,903,20,3,NHS FRIMLEY INTEGRATED CARE BOARD,2022-06-01,785000,0.1515,376.0,4.2038,-6.3298,-1.1409
3380,2278,2,0,10,19,10,85,953,22,1,NHS FRIMLEY INTEGRATED CARE BOARD,2022-07-01,785000,0.2959,207.0909,4.3057,2.4242,-0.6223
3290,2226,2,0,6,12,11,79,928,22,4,NHS FRIMLEY INTEGRATED CARE BOARD,2022-08-01,785000,0.3343,185.5,4.1911,-2.6627,-0.3573
3212,2217,5,2,4,21,16,94,837,12,4,NHS FRIMLEY INTEGRATED CARE BOARD,2022-09-01,785000,0.4981,130.4118,4.0917,-2.3708,0.2314
3429,2331,2,1,0,15,18,77,959,21,5,NHS FRIMLEY INTEGRATED CARE BOARD,2022-10-01,785000,0.5249,122.6842,4.3682,6.7559,0.2966
3542,2419,4,2,11,22,17,91,952,23,1,NHS FRIMLEY INTEGRATED CARE BOARD,2022-11-01,785000,0.48,134.3889,4.5121,3.2954,0.3171
3341,2238,3,1,11,16,17,103,936,11,5,NHS FRIMLEY INTEGRATED CARE BOARD,2022-12-01,785000,0.5088,124.3333,4.2561,-5.6748,0.2161
3485,2376,2,0,3,9,13,95,967,19,1,NHS FRIMLEY INTEGRATED CARE BOARD,2023-01-01,785000,0.373,169.7143,4.4395,4.3101,-0.1993
3263,2281,1,0,8,16,11,68,852,23,3,NHS FRIMLEY INTEGRATED CARE BOARD,2023-02-01,785000,0.3371,190.0833,4.1567,-6.3702,-0.2425
3572,2463,3,0,5,11,14,85,978,12,1,NHS FRIMLEY INTEGRATED CARE BOARD,2023-03-01,785000,0.3919,164.2,4.5503,9.4698,-0.1819
3086,2060,1,1,8,11,18,103,867,16,1,NHS FRIMLEY INTEGRATED CARE BOARD,2023-04-01,785000,0.5833,108.4211,3.9312,-13.6058,0.4687
