total_items,amoxicillin,azithromycin,cephalosporins,clarithromycin,clindamycin,co_amoxiclav,erythromycin,metronidazole,phenoxymethylpenicillin,tetracyclines,icb_name,month
5658,3913,12,0,24,28,25,127,1503,25,1,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2022-11-01
5374,3668,10,3,18,48,29,161,1411,25,1,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2022-12-01
5894,4010,9,2,20,31,36,147,1619,15,5,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2023-01-01
5271,3600,9,4,16,23,23,129,1442,21,4,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2023-02-01
6134,4166,5,7,20,36,56,149,1660,31,4,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2023-03-01
5028,3466,10,1,21,27,49,119,1309,19,7,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2023-04-01
5533,3759,4,0,27,34,43,142,1504,15,5,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2023-05-01
5744,4009,10,2,18,30,42,148,1461,18,6,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2023-06-01
5465,3742,8,2,17,27,36,131,1477,14,11,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2023-07-01
5366,3686,11,3,30,35,46,130,1408,15,2,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2023-08-01
5385,3678,6,6,18,20,21,148,1472,12,4,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2023-09-01
5647,3904,5,2,18,22,32,119,1516,25,4,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2023-10-01
5634,3871,11,3,17,19,25,132,1522,27,7,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2023-11-01
5641,3897,7,3,24,32,27,153,1470,27,1,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2023-12-01
5682,3852,13,4,12,28,27,148,1554,36,8,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2024-01-01
5489,3821,9,1,18,30,22,127,1435,19,7,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2024-02-01
5533,3832,8,6,17,32,29,127,1465,13,4,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2024-03-01
5635,3919,6,2,17,29,27,155,1460,13,7,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2024-04-01
5326,3725,6,7,18,33,24,126,1366,17,4,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2024-05-01
5117,3506,4,1,27,21,25,119,1396,16,2,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2024-06-01
5328,3707,7,3,27,24,21,114,1388,33,4,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2024-07-01
4973,3393,2,4,20,33,22,121,1325,40,13,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2024-08-01
4952,3460,7,0,22,28,31,106,1264,26,8,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2024-09-01
5410,3736,11,2,26,26,33,111,1428,31,6,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2024-10-01
5201,3628,4,1,22,25,30,114,1332,40,5,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2024-11-01
5204,3538,9,4,21,37,27,115,1409,41,3,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2024-12-01
5427,3718,11,2,16,31,28,127,1451,37,6,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2025-01-01
4793,3293,17,2,13,25,23,115,1275,25,5,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2025-02-01
4954,3374,9,3,15,31,22,111,1353,28,8,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2025-03-01
4941,3431,7,3,15,35,33,131,1255,28,3,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2025-04-01
5021,3445,6,6,14,23,20,101,1363,35,8,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2025-05-01
5001,3416,6,1,24,24,23,102,1346,52,7,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2025-06-01
5126,3533,8,3,16,31,24,94,1369,41,7,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2025-07-01
4746,3250,2,1,12,31,24,94,1305,22,5,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2025-08-01
5118,3487,5,2,16,35,16,96,1414,40,7,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2025-09-01
5377,3705,6,2,15,27,22,115,1451,30,4,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2025-10-01
4876,3332,7,6,11,24,24,103,1335,31,3,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2025-11-01
5047,3487,5,1,16,23,25,114,1333,39,4,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2025-12-01
5190,3544,2,3,13,26,20,105,1418,53,6,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2026-01-01
4771,3305,4,3,17,23,13,79,1285,36,6,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2026-02-01
5899,4117,7,1,7,20,13,129,1561,36,8,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2022-01-01
5890,3996,8,4,21,34,17,142,1604,55,9,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2022-02-01
6654,4479,10,1,19,35,22,177,1832,70,9,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2022-03-01
5267,3629,9,0,11,29,21,127,1374,61,6,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2022-04-01
5760,3932,6,1,10,52,15,122,1563,53,6,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2022-05-01
5438,3781,4,2,17,38,14,124,1400,55,3,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2022-06-01
5006,3432,4,0,14,31,20,99,1346,55,5,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2022-07-01
5297,3654,4,2,8,40,23,130,1375,53,8,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2022-08-01
5263,3546,11,5,12,30,18,133,1452,50,6,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2022-09-01
4994,3426,2,3,6,32,12,122,1341,44,6,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2022-10-01
5363,3597,6,2,10,25,25,126,1517,51,4,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2022-11-01
5797,3876,7,5,19,44,18,149,1611,58,10,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2022-12-01
5707,3816,2,4,11,42,17,137,1618,50,10,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2023-01-01
5202,3433,7,3,6,34,15,112,1521,65,6,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2023-02-01
6193,4027,4,0,16,42,24,141,1879,53,7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2023-03-01
4975,3222,2,0,15,36,16,137,1481,59,7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2023-04-01
5438,3609,9,1,11,40,13,132,1561,56,6,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2023-05-01
5142,3431,5,2,12,36,21,122,1468,40,5,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2023-06-01
5302,3545,2,3,15,35,10,126,1509,54,3,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2023-07-01
5210,3474,4,1,10,34,16,117,1503,45,6,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2023-08-01
5251,3585,2,1,12,35,13,97,1472,29,5,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2023-09-01
5553,3737,4,3,5,31,15,122,1583,49,4,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2023-10-01
5528,3767,2,2,3,34,22,105,1542,42,9,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2023-11-01
5263,3571,4,1,12,31,10,127,1453,48,6,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2023-12-01
5886,3998,4,4,11,38,15,134,1614,54,14,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2024-01-01
5690,3834,2,2,10,28,17,142,1598,44,13,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2024-02-01
5408,3605,4,1,8,28,21,106,1570,54,11,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2024-03-01
5469,3735,3,3,13,33,23,125,1455,70,9,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2024-04-01
5556,3715,3,3,14,38,30,128,1560,61,4,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2024-05-01
4855,3292,4,1,9,33,25,119,1330,38,4,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2024-06-01
5577,3796,2,2,12,23,27,105,1552,54,4,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2024-07-01
5142,3424,5,0,13,28,17,121,1467,62,5,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2024-08-01
5602,3744,4,1,13,29,23,128,1594,60,6,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2024-09-01
5909,3981,6,2,23,36,20,113,1634,87,7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2024-10-01
5266,3536,4,2,16,31,20,102,1482,66,7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2024-11-01
5659,3815,2,3,30,36,35,114,1543,72,9,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2024-12-01
5600,3787,2,0,18,32,25,106,1529,89,12,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2025-01-01
5240,3471,4,2,18,39,24,92,1509,75,6,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2025-02-01
5492,3586,1,2,21,36,36,94,1604,101,11,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2025-03-01
5048,3372,1,2,20,28,23,91,1423,82,6,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2025-04-01
5319,3630,3,5,28,39,19,95,1419,73,8,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2025-05-01
5053,3346,5,2,28,33,17,85,1447,77,13,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2025-06-01
5356,3612,2,1,29,33,16,74,1509,71,9,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2025-07-01
4673,3135,1,0,23,45,20,79,1303,61,6,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2025-08-01
5121,3470,3,1,24,43,17,86,1404,71,2,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2025-09-01
5653,3779,2,1,38,39,20,96,1569,101,8,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2025-10-01
5370,3592,2,1,33,40,19,94,1483,99,7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2025-11-01
5464,3667,4,2,28,51,28,79,1498,101,6,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2025-12-01
5429,3674,4,0,25,50,17,72,1471,112,4,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2026-01-01
5094,3468,1,6,26,40,25,73,1354,96,5,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2026-02-01
4612,3129,0,6,5,15,33,125,1237,55,7,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2022-01-01
4599,3119,0,6,15,10,20,119,1265,34,11,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2022-02-01
5495,3721,0,6,21,13,47,146,1506,21,14,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2022-03-01
4716,3149,0,5,12,13,36,110,1366,21,4,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2022-04-01
4798,3250,1,4,11,12,30,106,1338,42,4,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2022-05-01
4559,3128,0,6,15,12,22,107,1210,50,9,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2022-06-01
4546,3107,1,5,10,12,34,101,1231,39,6,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2022-07-01
4560,3135,0,12,18,10,34,107,1218,21,5,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2022-08-01
4729,3257,0,10,11,14,31,108,1267,26,5,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2022-09-01
4758,3240,0,3,11,16,26,82,1345,28,7,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2022-10-01
4910,3355,1,2,19,21,20,89,1365,34,4,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2022-11-01
4780,3262,0,7,18,20,36,109,1300,22,6,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2022-12-01
4596,3103,4,9,17,23,26,109,1271,25,9,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2023-01-01
4256,2901,0,4,15,11,21,78,1194,24,8,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2023-02-01
4773,3212,2,10,20,12,20,89,1363,39,6,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2023-03-01
3986,2727,0,2,15,17,24,70,1102,22,7,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2023-04-01
3989,2763,0,2,11,15,26,99,1032,32,9,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2023-05-01
4340,2973,1,7,7,11,28,94,1178,37,4,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2023-06-01
4271,2844,0,6,18,14,37,87,1228,32,5,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2023-07-01
4393,2942,1,1,22,14,51,116,1194,45,7,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2023-08-01
4169,2812,0,4,13,15,43,93,1148,36,5,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2023-09-01
4361,2964,0,7,17,10,27,101,1171,59,5,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2023-10-01
4612,3172,0,7,12,20,32,102,1214,50,3,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2023-11-01
4529,3180,2,3,26,11,29,97,1133,41,7,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2023-12-01
4683,3226,0,7,19,11,21,110,1251,34,4,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2024-01-01
4336,3014,0,2,19,14,13,83,1151,36,4,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2024-02-01
4268,2918,0,2,16,10,10,125,1146,31,10,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2024-03-01
4359,3048,5,3,17,21,23,97,1094,44,7,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2024-04-01
4315,2883,1,5,19,14,38,88,1222,37,8,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2024-05-01
3952,2675,1,3,14,9,41,81,1072,48,8,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2024-06-01
4411,3024,1,1,16,10,40,64,1212,39,4,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2024-07-01
4088,2809,1,3,14,10,25,100,1089,28,9,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2024-08-01
4313,2988,3,9,8,18,36,65,1145,34,7,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2024-09-01
4437,2993,2,3,15,25,24,89,1253,32,1,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2024-10-01
4167,2791,2,0,13,22,40,56,1211,27,5,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2024-11-01
4163,2869,1,1,17,17,39,78,1110,26,5,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2024-12-01
4381,2983,1,2,16,10,37,78,1200,45,9,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2025-01-01
4196,2908,0,2,17,20,33,88,1086,32,10,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2025-02-01
4137,2852,0,4,15,17,30,75,1111,27,6,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2025-03-01
4113,2804,0,11,18,17,35,78,1124,22,4,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2025-04-01
4150,2802,1,5,20,17,31,75,1177,20,2,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2025-05-01
4258,2962,1,5,17,11,31,80,1103,35,13,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2025-06-01
4462,3098,1,10,22,23,23,74,1177,27,7,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2025-07-01
3963,2690,1,0,16,18,32,74,1098,28,6,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2025-08-01
4594,3169,1,4,15,18,34,70,1265,13,5,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2025-09-01
4511,3038,3,6,17,34,31,69,1283,28,2,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2025-10-01
4312,2999,1,2,16,26,18,68,1157,20,5,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2025-11-01
4812,3267,0,5,23,33,43,80,1313,42,6,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2025-12-01
4539,3190,1,4,11,23,28,57,1161,51,13,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2026-01-01
4414,3065,1,2,17,21,38,53,1178,32,7,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2026-02-01
3535,2451,50,0,21,16,28,97,859,5,8,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2022-01-01
3345,2232,24,1,19,25,39,94,890,12,9,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2022-02-01
3734,2575,25,1,19,39,49,102,904,15,5,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2022-03-01
3169,2230,5,2,17,26,32,113,730,12,2,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2022-04-01
3467,2457,15,1,20,28,41,103,786,12,4,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2022-05-01
3153,2220,15,0,25,19,30,91,739,5,9,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2022-06-01
3006,2112,9,1,21,17,28,77,719,10,12,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2022-07-01
3053,2070,14,2,18,25,27,99,779,10,9,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2022-08-01
3128,2154,1,4,26,17,33,94,783,10,6,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2022-09-01
3058,2062,5,1,15,18,35,111,799,6,6,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2022-10-01
3169,2169,2,2,25,24,34,115,789,7,2,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2022-11-01
3222,2257,1,0,26,30,34,102,759,9,4,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2022-12-01
3029,2134,6,0,17,20,27,108,701,8,8,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2023-01-01
2642,1827,0,0,21,14,38,82,642,10,8,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2023-02-01
3181,2187,1,3,17,14,39,92,812,11,5,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2023-03-01
2660,1863,0,0,22,13,36,81,622,17,6,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2023-04-01
2789,1953,1,1,12,25,32,84,667,9,5,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2023-05-01
2689,1902,2,1,23,35,21,68,625,7,5,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2023-06-01
2656,1829,3,1,13,26,24,78,667,13,2,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2023-07-01
2678,1797,1,2,13,26,43,100,686,6,4,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2023-08-01
2454,1696,2,0,18,23,29,83,591,9,3,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2023-09-01
2737,1902,0,0,14,25,29,87,667,9,4,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2023-10-01
2603,1750,1,0,17,28,26,88,677,14,2,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2023-11-01
2905,1994,1,1,18,32,29,94,716,12,8,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2023-12-01
3240,2185,5,0,29,25,30,94,852,12,8,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2024-01-01
2543,1736,0,0,24,24,24,66,655,12,2,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2024-02-01
2786,1904,1,1,21,27,39,83,686,13,11,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2024-03-01
2777,1901,0,0,12,29,36,91,681,17,10,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2024-04-01
2694,1873,1,0,24,24,28,97,630,16,1,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2024-05-01
2483,1719,1,0,18,20,36,62,611,9,7,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2024-06-01
2915,2028,0,1,23,13,42,81,714,8,5,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2024-07-01
2797,1917,1,0,24,23,42,77,693,13,7,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2024-08-01
2792,1901,2,1,12,15,45,71,732,10,3,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2024-09-01
2973,2098,1,1,42,27,33,81,668,18,4,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2024-10-01
2755,1908,2,0,44,13,26,61,680,13,8,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2024-11-01
2832,1946,1,0,38,23,51,68,680,20,5,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2024-12-01
2976,2092,2,1,34,14,33,80,703,12,5,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2025-01-01
2740,1893,3,1,40,16,32,76,657,18,4,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2025-02-01
2805,1992,2,1,29,13,34,73,638,14,9,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2025-03-01
2858,1978,2,1,34,29,33,75,686,18,2,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2025-04-01
3013,2046,0,1,39,21,45,74,768,13,6,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2025-05-01
2699,1873,1,1,29,15,35,65,648,26,6,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2025-06-01
3036,2157,1,2,27,17,33,67,695,28,9,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2025-07-01
2700,1834,2,0,36,18,37,47,699,24,3,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2025-08-01
3026,2053,1,1,25,19,55,70,766,32,4,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2025-09-01
2948,2014,0,0,31,13,58,55,739,33,5,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2025-10-01
2957,2014,0,1,28,24,53,67,721,43,6,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2025-11-01
3284,2247,1,0,55,22,70,70,767,47,5,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2025-12-01
2990,1996,0,0,36,26,48,61,771,47,5,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2026-01-01
2866,1958,1,1,36,26,35,40,719,44,6,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2026-02-01
3111,2162,11,3,7,28,6,77,777,31,9,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,2022-01-01
3189,2141,11,6,16,21,11,115,820,39,9,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,2022-02-01
3494,2411,11,10,12,29,11,104,845,52,9,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,2022-03-01
2996,2026,11,11,11,22,11,83,767,40,14,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,2022-04-01
3344,2288,17,8,11,35,9,86,846,35,9,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,2022-05-01
3039,2067,11,4,13,30,9,93,769,31,12,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,2022-06-01
2988,2046,6,8,10,24,7,96,754,27,10,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,2022-07-01
2928,2033,10,3,12,16,5,82,729,29,9,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,2022-08-01
2816,1938,13,6,13,20,6,89,704,16,11,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,2022-09-01
3094,2122,12,12,8,18,6,94,796,21,5,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,2022-10-01
3225,2212,9,6,22,9,8,79,849,19,12,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,2022-11-01
3105,2101,4,13,18,27,9,96,809,21,7,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,2022-12-01
2986,2048,14,0,8,22,5,66,803,15,5,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,2023-01-01
2911,1964,10,1,9,30,7,85,777,24,4,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,2023-02-01
3204,2187,8,2,11,29,6,96,827,29,9,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,2023-03-01
2661,1808,13,4,12,22,8,78,674,33,9,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,2023-04-01
