total_items,amoxicillin,azithromycin,cephalosporins,clarithromycin,clindamycin,co_amoxiclav,erythromycin,metronidazole,phenoxymethylpenicillin,tetracyclines,icb_name,month
6015,3866,1,59,21,20,18,79,1759,187,5,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2022-08-01
6178,3846,3,28,21,22,14,70,1894,275,5,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2022-09-01
5919,3704,1,42,14,25,9,68,1807,239,10,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2022-10-01
6225,3917,3,29,20,31,13,79,1866,256,11,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2022-11-01
6253,4060,3,41,19,22,11,75,1817,196,9,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2022-12-01
6238,4005,3,40,21,20,19,73,1839,210,8,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2023-01-01
5465,3486,0,33,13,18,10,70,1659,169,7,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2023-02-01
6514,4247,1,25,23,29,21,85,1877,198,8,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2023-03-01
5243,3346,0,34,14,24,24,54,1533,205,9,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2023-04-01
5715,3603,4,39,17,25,31,75,1705,210,6,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2023-05-01
5751,3735,5,29,17,18,23,84,1660,168,12,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2023-06-01
5671,3637,2,35,20,27,19,66,1677,175,13,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2023-07-01
5526,3607,4,23,24,22,23,55,1603,155,10,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2023-08-01
5462,3590,5,39,12,22,16,66,1530,169,13,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2023-09-01
5508,3496,1,33,15,26,19,67,1642,202,7,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2023-10-01
5967,3836,1,29,17,22,24,60,1742,221,15,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2023-11-01
5662,3722,2,38,24,40,20,69,1559,178,10,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2023-12-01
5793,3764,1,25,22,39,16,80,1662,172,12,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2024-01-01
5518,3574,5,19,33,32,15,71,1580,184,5,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2024-02-01
5513,3645,4,25,32,26,18,64,1531,156,12,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2024-03-01
5942,3885,3,8,17,24,19,83,1689,210,4,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2024-04-01
5583,3607,2,13,18,24,14,63,1633,201,8,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2024-05-01
5477,3502,2,14,31,34,30,57,1586,212,9,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2024-06-01
5819,3700,2,19,27,28,15,59,1728,227,14,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2024-07-01
5421,3454,2,11,12,17,20,77,1607,213,8,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2024-08-01
5493,3556,3,9,16,26,19,59,1632,162,11,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2024-09-01
6020,3929,2,11,23,32,21,63,1723,201,15,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2024-10-01
5640,3695,2,4,23,26,20,52,1626,183,9,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2024-11-01
5578,3647,4,9,20,30,22,66,1600,168,12,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2024-12-01
5502,3624,2,9,15,23,19,65,1562,176,7,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2025-01-01
5465,3595,1,13,18,28,19,56,1575,140,20,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2025-02-01
5377,3553,2,8,11,34,18,59,1543,136,13,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2025-03-01
5304,3565,3,7,12,22,13,62,1475,135,10,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2025-04-01
5360,3428,3,6,19,38,17,80,1578,176,15,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2025-05-01
5349,3512,4,11,22,38,13,66,1521,151,11,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2025-06-01
5761,3777,4,12,21,15,20,67,1670,164,11,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2025-07-01
5329,3552,4,3,23,19,16,53,1500,143,16,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2025-08-01
5754,3821,1,8,20,19,19,56,1632,164,14,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2025-09-01
5817,3904,2,7,29,26,23,49,1620,143,14,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2025-10-01
5388,3567,4,11,17,26,18,52,1540,145,8,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2025-11-01
5836,3987,3,9,16,23,27,50,1516,191,14,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2025-12-01
5828,3841,5,7,12,33,24,39,1651,202,14,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2026-01-01
5561,3756,3,11,19,29,27,48,1486,177,5,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2026-02-01
4808,3243,10,12,27,42,14,114,1303,35,8,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2022-01-01
4651,3160,5,2,21,36,22,97,1263,44,1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2022-02-01
5376,3657,11,8,17,45,20,118,1454,42,4,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2022-03-01
4523,3069,5,4,18,43,23,90,1224,40,7,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2022-04-01
5028,3352,8,4,17,64,20,131,1388,37,7,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2022-05-01
4697,3214,7,6,10,56,16,97,1257,27,7,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2022-06-01
4478,3080,8,5,17,47,17,85,1179,33,7,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2022-07-01
4603,3140,7,5,25,39,23,98,1222,42,2,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2022-08-01
4817,3312,11,4,15,45,22,87,1278,41,2,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2022-09-01
4642,3185,7,6,17,27,23,83,1245,45,4,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2022-10-01
4853,3238,8,7,18,29,25,87,1389,45,7,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2022-11-01
4898,3288,6,16,23,38,32,113,1334,35,13,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2022-12-01
5278,3564,3,8,24,40,15,106,1473,36,9,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2023-01-01
4402,3044,2,5,18,27,21,78,1167,36,4,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2023-02-01
5264,3619,4,6,15,38,23,92,1434,24,9,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2023-03-01
4084,2770,4,12,14,40,15,104,1087,32,6,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2023-04-01
4336,2965,4,4,7,33,16,109,1170,28,0,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2023-05-01
4481,3036,2,7,10,43,23,100,1229,25,6,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2023-06-01
4219,2931,4,9,12,43,15,96,1087,19,3,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2023-07-01
4008,2713,9,9,8,28,17,72,1104,47,1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2023-08-01
4105,2783,3,7,9,43,15,105,1114,23,3,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2023-09-01
4175,2953,5,4,12,32,9,81,1052,22,5,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2023-10-01
4233,2946,7,3,4,24,19,76,1135,17,2,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2023-11-01
4104,2893,4,11,17,36,8,100,997,31,7,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2023-12-01
4073,2815,3,6,10,31,13,87,1078,23,7,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2024-01-01
3946,2756,6,2,8,35,11,73,1028,20,7,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2024-02-01
3902,2737,3,8,16,26,14,66,998,30,4,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2024-03-01
4126,2916,6,6,6,36,14,81,1033,24,4,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2024-04-01
4152,2937,6,4,7,23,8,96,1044,22,5,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2024-05-01
3785,2582,7,6,5,30,10,67,1054,18,6,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2024-06-01
4130,2838,11,5,9,22,16,82,1128,12,7,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2024-07-01
3875,2657,10,6,11,26,10,83,1049,19,4,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2024-08-01
3878,2661,12,6,12,29,6,64,1067,17,4,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2024-09-01
4105,2797,7,3,12,28,14,82,1137,25,0,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2024-10-01
3762,2676,7,7,14,9,6,73,942,22,6,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2024-11-01
4022,2782,7,3,18,24,5,72,1074,35,2,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2024-12-01
4053,2810,7,1,14,15,5,87,1057,53,4,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2025-01-01
3757,2572,7,7,11,31,16,71,1005,34,3,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2025-02-01
4046,2797,10,8,10,32,11,81,1056,36,5,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2025-03-01
3720,2557,12,7,12,24,11,73,981,38,5,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2025-04-01
3964,2702,10,5,19,35,7,90,1036,54,6,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2025-05-01
3925,2618,18,7,16,16,15,67,1116,49,3,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2025-06-01
4014,2815,10,8,13,19,15,71,1025,34,4,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2025-07-01
3773,2515,16,6,11,25,10,84,1054,44,8,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2025-08-01
3961,2716,12,10,5,17,10,68,1079,39,5,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2025-09-01
4211,2846,18,5,11,30,8,62,1204,21,6,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2025-10-01
3825,2589,10,3,9,15,21,63,1082,28,5,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2025-11-01
4303,2933,9,12,14,29,14,68,1192,29,3,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2025-12-01
4411,3034,11,12,12,23,8,71,1203,33,4,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2026-01-01
3990,2741,6,13,16,25,19,66,1066,35,3,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2026-02-01
2559,1722,1,6,13,26,18,68,627,70,8,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2022-01-01
2473,1725,3,4,14,16,12,78,558,58,5,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2022-02-01
2860,1992,3,0,11,29,20,74,676,46,9,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2022-03-01
2516,1685,5,3,6,28,11,86,628,57,7,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2022-04-01
2653,1811,4,3,12,35,12,73,608,83,12,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2022-05-01
2463,1689,7,3,14,36,8,65,582,52,7,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2022-06-01
2411,1614,6,2,12,44,10,47,601,58,17,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2022-07-01
2501,1666,8,7,15,29,9,75,633,50,9,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2022-08-01
2457,1694,4,4,16,45,6,56,568,56,8,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2022-09-01
2396,1603,3,2,12,42,9,56,555,102,12,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2022-10-01
2453,1721,3,4,16,35,7,52,535,69,11,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2022-11-01
2332,1600,3,3,20,50,20,61,526,42,7,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2022-12-01
2593,1807,4,2,9,23,21,61,587,74,5,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2023-01-01
2198,1487,2,5,9,35,19,56,507,71,7,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2023-02-01
2495,1721,7,8,7,44,26,56,562,56,8,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2023-03-01
2036,1425,5,4,11,23,20,43,455,49,1,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2023-04-01
2245,1576,11,2,8,29,21,78,447,65,8,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2023-05-01
2194,1507,1,1,10,23,27,61,509,50,5,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2023-06-01
2276,1521,5,3,9,29,20,61,541,77,10,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2023-07-01
2046,1433,6,1,3,38,11,44,443,63,4,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2023-08-01
2044,1398,3,1,6,16,21,60,471,61,7,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2023-09-01
2314,1590,6,0,9,33,27,63,493,88,5,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2023-10-01
2227,1533,1,4,7,24,31,42,512,70,3,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2023-11-01
2053,1380,4,3,7,24,21,54,493,59,8,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2023-12-01
2194,1477,6,1,10,29,19,64,514,66,8,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2024-01-01
2086,1433,2,0,10,22,22,69,464,54,10,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2024-02-01
2029,1404,1,0,7,14,17,73,467,43,3,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2024-03-01
2020,1409,2,1,9,22,27,75,418,49,8,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2024-04-01
2094,1457,7,2,3,29,19,55,445,65,12,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2024-05-01
1883,1286,2,0,4,36,16,41,425,68,5,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2024-06-01
1947,1380,1,0,5,14,31,48,407,54,7,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2024-07-01
1871,1322,4,2,8,18,10,40,417,42,8,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2024-08-01
1959,1418,2,1,7,11,28,45,401,42,4,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2024-09-01
2030,1429,1,0,12,18,23,34,431,70,12,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2024-10-01
1923,1306,2,0,2,16,20,59,427,84,7,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2024-11-01
1948,1365,3,1,8,19,19,49,413,64,7,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2024-12-01
1987,1388,3,1,9,13,27,36,454,48,8,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2025-01-01
1720,1196,1,2,15,12,26,32,391,35,10,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2025-02-01
1769,1258,3,0,8,14,30,53,358,37,8,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2025-03-01
1808,1248,4,2,6,17,20,53,411,40,7,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2025-04-01
1891,1360,4,0,9,18,22,47,385,40,6,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2025-05-01
1794,1227,3,5,8,18,26,37,405,59,6,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2025-06-01
2018,1437,1,1,8,20,22,44,434,38,13,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2025-07-01
1830,1295,2,0,9,9,22,35,411,39,8,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2025-08-01
1921,1407,0,2,17,19,6,41,374,47,8,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2025-09-01
2060,1446,2,1,18,9,4,38,482,49,11,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2025-10-01
1858,1379,1,3,10,13,6,35,374,31,6,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2025-11-01
2118,1536,1,2,22,18,17,38,420,52,12,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2025-12-01
2144,1517,2,2,13,19,15,39,471,54,12,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2026-01-01
1870,1312,2,0,8,21,13,32,433,41,8,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,2026-02-01
5583,3643,8,4,33,57,30,207,1538,43,20,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2022-01-01
5637,3603,8,1,28,68,24,192,1654,49,10,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2022-02-01
6257,4078,7,4,43,55,25,221,1734,71,19,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2022-03-01
5310,3445,24,3,36,49,20,174,1483,60,16,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2022-04-01
5619,3723,14,2,25,48,22,188,1518,66,13,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2022-05-01
5239,3368,11,3,30,61,15,177,1507,57,10,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2022-06-01
5132,3296,19,5,29,57,33,184,1451,46,12,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2022-07-01
5204,3355,5,4,25,55,28,200,1480,39,13,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2022-08-01
5452,3501,11,4,27,67,35,183,1549,61,14,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2022-09-01
5502,3473,8,3,21,59,27,185,1652,53,21,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2022-10-01
5747,3742,11,0,24,74,37,177,1623,43,16,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2022-11-01
5669,3699,9,3,27,43,30,209,1598,40,11,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2022-12-01
5980,3931,12,4,36,62,36,209,1636,43,11,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2023-01-01
5515,3628,13,3,21,54,24,212,1498,50,12,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2023-02-01
6291,4055,9,3,39,62,31,212,1801,61,18,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2023-03-01
4684,3082,8,2,19,63,19,173,1262,42,14,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2023-04-01
5273,3422,12,3,21,58,27,183,1488,42,17,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2023-05-01
5221,3406,13,4,22,59,16,194,1440,48,19,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2023-06-01
5163,3356,14,3,23,43,26,152,1470,61,15,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2023-07-01
5096,3278,11,6,22,52,20,169,1471,49,18,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2023-08-01
4830,3113,9,2,37,39,25,152,1370,71,12,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2023-09-01
5189,3350,5,4,21,51,20,172,1482,63,21,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2023-10-01
5546,3548,10,2,26,48,24,185,1608,79,16,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2023-11-01
5657,3750,18,2,24,51,20,185,1521,79,7,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2023-12-01
5647,3619,14,2,35,40,14,213,1623,70,17,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2024-01-01
5437,3464,16,3,38,38,15,174,1600,61,28,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2024-02-01
5314,3435,10,1,23,54,23,162,1516,75,15,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2024-03-01
5481,3594,16,2,35,53,22,178,1498,62,21,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2024-04-01
5246,3392,9,1,22,45,26,165,1486,79,21,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2024-05-01
4915,3208,14,1,26,37,23,142,1379,72,13,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2024-06-01
5610,3640,13,3,54,43,29,161,1566,82,19,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2024-07-01
5014,3203,20,3,20,47,21,153,1445,79,23,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2024-08-01
5331,3432,10,5,40,55,20,162,1506,85,16,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2024-09-01
5757,3712,14,1,28,61,28,172,1622,106,13,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2024-10-01
5236,3385,13,1,27,44,17,149,1511,72,17,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2024-11-01
5539,3624,14,3,41,27,11,162,1545,97,15,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2024-12-01
5720,3609,21,2,26,41,13,172,1741,79,16,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2025-01-01
5068,3237,10,2,39,35,15,141,1504,68,17,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2025-02-01
5546,3564,16,2,37,41,15,160,1619,68,24,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2025-03-01
5272,3448,14,4,29,35,28,155,1475,72,12,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2025-04-01
5362,3498,17,5,37,51,13,141,1505,68,27,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2025-05-01
5327,3467,9,4,32,51,20,151,1481,91,21,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2025-06-01
5695,3681,18,3,26,60,16,146,1651,74,20,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2025-07-01
4835,3119,10,0,24,63,17,134,1370,73,25,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2025-08-01
5466,3493,10,1,28,51,21,148,1606,88,20,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2025-09-01
5772,3618,8,3,27,54,26,147,1775,94,20,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2025-10-01
5205,3284,13,2,27,65,25,150,1549,68,22,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2025-11-01
5757,3761,7,2,35,63,30,174,1564,98,23,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2025-12-01
5772,3703,16,8,37,60,23,152,1644,116,13,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2026-01-01
5298,3344,16,3,33,63,15,155,1563,86,20,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2026-02-01
4412,3020,2,0,43,54,18,127,1090,51,7,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2022-01-01
4206,2880,2,4,41,62,26,124,1014,45,8,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2022-02-01
4797,3288,1,6,61,60,23,128,1195,27,8,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2022-03-01
3829,2628,2,2,56,66,11,120,906,33,5,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2022-04-01
4120,2827,0,4,64,76,11,135,957,36,10,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2022-05-01
3843,2621,1,3,43,38,11,102,976,45,3,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2022-06-01
3786,2599,4,2,47,46,20,116,928,20,4,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2022-07-01
3745,2594,0,0,31,51,10,106,932,13,8,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2022-08-01
3645,2557,3,2,30,42,12,101,870,22,6,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2022-09-01
3595,2449,4,4,35,34,12,107,910,30,10,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2022-10-01
3754,2665,1,2,34,42,9,96,873,22,10,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2022-11-01
3688,2611,3,5,45,49,7,103,847,13,5,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2022-12-01
